Postaja,Regija,Datum,SO2
zagorje,Zasavska,2006-07-31,10
kovk,Zasavska,2006-07-31,37
dobovec,Zasavska,2006-07-31,16
kum,Zasavska,2006-07-31,30
ravenska vas,Zasavska,2006-07-31,69
nova gorica,Goriška,2006-08-31,9
graska gora,Koroška,2006-08-31,22
ljubljana b.,Osrednjeslovenska,2006-08-31,4
oms lj. (vnajnarje),Osrednjeslovenska,2006-08-31,7
maribor,Podravska,2006-08-31,3
murska s.-rakican,Pomurska,2006-08-31,8
eis krsko,Posavska,2006-08-31,123
pesje,Posavska,2006-08-31,7
celje,Savinjska,2006-08-31,9
eis celje,Savinjska,2006-08-31,1
sostanj,Savinjska,2006-08-31,75
topolsica,Savinjska,2006-08-31,9
veliki vrh,Savinjska,2006-08-31,50
zavodnje,Savinjska,2006-08-31,11
velenje,Savinjska,2006-08-31,11
skale,Savinjska,2006-08-31,7
eis teb (sv.mohor),Savinjska,2006-08-31,21
trbovlje,Zasavska,2006-08-31,13
hrastnik,Zasavska,2006-08-31,9
zagorje,Zasavska,2006-08-31,6
kovk,Zasavska,2006-08-31,9
dobovec,Zasavska,2006-08-31,4
kum,Zasavska,2006-08-31,9
ravenska vas,Zasavska,2006-08-31,49
nova gorica,Goriška,2006-09-30,12
graska gora,Koroška,2006-09-30,15
ljubljana b.,Osrednjeslovenska,2006-09-30,6
oms lj. (vnajnarje),Osrednjeslovenska,2006-09-30,8
maribor,Podravska,2006-09-30,14
murska s.-rakican,Pomurska,2006-09-30,9
eis krsko,Posavska,2006-09-30,6
pesje,Posavska,2006-09-30,9
celje,Savinjska,2006-09-30,8
eis celje,Savinjska,2006-09-30,1
sostanj,Savinjska,2006-09-30,51
topolsica,Savinjska,2006-09-30,28
veliki vrh,Savinjska,2006-09-30,54
zavodnje,Savinjska,2006-09-30,33
velenje,Savinjska,2006-09-30,10
skale,Savinjska,2006-09-30,9
eis teb (sv.mohor),Savinjska,2006-09-30,15
trbovlje,Zasavska,2006-09-30,22
hrastnik,Zasavska,2006-09-30,11
zagorje,Zasavska,2006-09-30,5
kovk,Zasavska,2006-09-30,30
dobovec,Zasavska,2006-09-30,22
kum,Zasavska,2006-09-30,9
ravenska vas,Zasavska,2006-09-30,43
nova gorica,Goriška,2006-10-31,12
graska gora,Koroška,2006-10-31,25
ljubljana b.,Osrednjeslovenska,2006-10-31,5
oms lj. (vnajnarje),Osrednjeslovenska,2006-10-31,23
maribor,Podravska,2006-10-31,5
murska s.-rakican,Pomurska,2006-10-31,7
eis krsko,Posavska,2006-10-31,9
pesje,Posavska,2006-10-31,7
celje,Savinjska,2006-10-31,10
eis celje,Savinjska,2006-10-31,2
sostanj,Savinjska,2006-10-31,57
topolsica,Savinjska,2006-10-31,13
veliki vrh,Savinjska,2006-10-31,65
zavodnje,Savinjska,2006-10-31,43
velenje,Savinjska,2006-10-31,22
skale,Savinjska,2006-10-31,15
eis teb (sv.mohor),Savinjska,2006-10-31,18
trbovlje,Zasavska,2006-10-31,43
hrastnik,Zasavska,2006-10-31,14
zagorje,Zasavska,2006-10-31,10
kovk,Zasavska,2006-10-31,37
dobovec,Zasavska,2006-10-31,17
kum,Zasavska,2006-10-31,7
ravenska vas,Zasavska,2006-10-31,34
nova gorica,Goriška,2006-11-30,12
graska gora,Koroška,2006-11-30,55
ljubljana b.,Osrednjeslovenska,2006-11-30,14
oms lj. (vnajnarje),Osrednjeslovenska,2006-11-30,14
maribor,Podravska,2006-11-30,16
murska s.-rakican,Pomurska,2006-11-30,10
eis krsko,Posavska,2006-11-30,8
pesje,Posavska,2006-11-30,13
celje,Savinjska,2006-11-30,11
eis celje,Savinjska,2006-11-30,4
sostanj,Savinjska,2006-11-30,30
topolsica,Savinjska,2006-11-30,13
veliki vrh,Savinjska,2006-11-30,52
zavodnje,Savinjska,2006-11-30,48
velenje,Savinjska,2006-11-30,16
skale,Savinjska,2006-11-30,41
eis teb (sv.mohor),Savinjska,2006-11-30,26
trbovlje,Zasavska,2006-11-30,31
hrastnik,Zasavska,2006-11-30,22
zagorje,Zasavska,2006-11-30,7
kovk,Zasavska,2006-11-30,51
dobovec,Zasavska,2006-11-30,25
kum,Zasavska,2006-11-30,19
ravenska vas,Zasavska,2006-11-30,41
nova gorica,Goriška,2006-12-31,10
graska gora,Koroška,2006-12-31,24
ljubljana b.,Osrednjeslovenska,2006-12-31,11
oms lj. (vnajnarje),Osrednjeslovenska,2006-12-31,15
maribor,Podravska,2006-12-31,10
murska s.-rakican,Pomurska,2006-12-31,15
eis krsko,Posavska,2006-12-31,6
pesje,Posavska,2006-12-31,5
celje,Savinjska,2006-12-31,16
eis celje,Savinjska,2006-12-31,20
sostanj,Savinjska,2006-12-31,308
topolsica,Savinjska,2006-12-31,4
veliki vrh,Savinjska,2006-12-31,90
zavodnje,Savinjska,2006-12-31,21
velenje,Savinjska,2006-12-31,15
skale,Savinjska,2006-12-31,9
eis teb (sv.mohor),Savinjska,2006-12-31,17
trbovlje,Zasavska,2006-12-31,25
hrastnik,Zasavska,2006-12-31,19
zagorje,Zasavska,2006-12-31,17
kovk,Zasavska,2006-12-31,37
dobovec,Zasavska,2006-12-31,15
kum,Zasavska,2006-12-31,21
ravenska vas,Zasavska,2006-12-31,56
nova gorica,Goriška,2007-01-31,13
graska gora,Koroška,2007-01-31,26
ljubljana b.,Osrednjeslovenska,2007-01-31,7
oms lj. (vnajnarje),Osrednjeslovenska,2007-01-31,42
maribor,Podravska,2007-01-31,11
murska s.-rakican,Pomurska,2007-01-31,10
pesje,Posavska,2007-01-31,8
celje,Savinjska,2007-01-31,15
sostanj,Savinjska,2007-01-31,37
topolsica,Savinjska,2007-01-31,16
veliki vrh,Savinjska,2007-01-31,72
zavodnje,Savinjska,2007-01-31,49
velenje,Savinjska,2007-01-31,13
skale,Savinjska,2007-01-31,19
eis teb (sv.mohor),Savinjska,2007-01-31,23
trbovlje,Zasavska,2007-01-31,14
hrastnik,Zasavska,2007-01-31,17
zagorje,Zasavska,2007-01-31,18
kovk,Zasavska,2007-01-31,26
dobovec,Zasavska,2007-01-31,29
kum,Zasavska,2007-01-31,12
ravenska vas,Zasavska,2007-01-31,41
nova gorica,Goriška,2007-02-28,8
graska gora,Koroška,2007-02-28,18
ljubljana b.,Osrednjeslovenska,2007-02-28,11
oms lj. (vnajnarje),Osrednjeslovenska,2007-02-28,26
maribor,Podravska,2007-02-28,10
murska s.-rakican,Pomurska,2007-02-28,9
pesje,Posavska,2007-02-28,10
celje,Savinjska,2007-02-28,15
sostanj,Savinjska,2007-02-28,78
topolsica,Savinjska,2007-02-28,12
veliki vrh,Savinjska,2007-02-28,46
zavodnje,Savinjska,2007-02-28,33
velenje,Savinjska,2007-02-28,12
skale,Savinjska,2007-02-28,12
eis teb (sv.mohor),Savinjska,2007-02-28,42
trbovlje,Zasavska,2007-02-28,23
hrastnik,Zasavska,2007-02-28,12
zagorje,Zasavska,2007-02-28,17
kovk,Zasavska,2007-02-28,32
dobovec,Zasavska,2007-02-28,26
kum,Zasavska,2007-02-28,8
ravenska vas,Zasavska,2007-02-28,55
nova gorica,Goriška,2007-03-31,10
graska gora,Koroška,2007-03-31,13
ljubljana b.,Osrednjeslovenska,2007-03-31,10
oms lj. (vnajnarje),Osrednjeslovenska,2007-03-31,9
maribor,Podravska,2007-03-31,7
murska s.-rakican,Pomurska,2007-03-31,11
pesje,Posavska,2007-03-31,11
celje,Savinjska,2007-03-31,10
sostanj,Savinjska,2007-03-31,57
topolsica,Savinjska,2007-03-31,12
veliki vrh,Savinjska,2007-03-31,49
zavodnje,Savinjska,2007-03-31,17
velenje,Savinjska,2007-03-31,15
skale,Savinjska,2007-03-31,14
eis teb (sv.mohor),Savinjska,2007-03-31,49
trbovlje,Zasavska,2007-03-31,21
hrastnik,Zasavska,2007-03-31,14
zagorje,Zasavska,2007-03-31,12
kovk,Zasavska,2007-03-31,32
dobovec,Zasavska,2007-03-31,14
kum,Zasavska,2007-03-31,8
ravenska vas,Zasavska,2007-03-31,41
nova gorica,Goriška,2007-04-30,16
graska gora,Koroška,2007-04-30,6
ljubljana b.,Osrednjeslovenska,2007-04-30,6
oms lj. (vnajnarje),Osrednjeslovenska,2007-04-30,6
maribor,Podravska,2007-04-30,6
murska s.-rakican,Pomurska,2007-04-30,11
pesje,Posavska,2007-04-30,13
celje,Savinjska,2007-04-30,5
sostanj,Savinjska,2007-04-30,32
topolsica,Savinjska,2007-04-30,12
veliki vrh,Savinjska,2007-04-30,43
zavodnje,Savinjska,2007-04-30,24
velenje,Savinjska,2007-04-30,16
skale,Savinjska,2007-04-30,11
eis teb (sv.mohor),Savinjska,2007-04-30,24
trbovlje,Zasavska,2007-04-30,18
hrastnik,Zasavska,2007-04-30,10
zagorje,Zasavska,2007-04-30,8
kovk,Zasavska,2007-04-30,11
dobovec,Zasavska,2007-04-30,7
kum,Zasavska,2007-04-30,21
ravenska vas,Zasavska,2007-04-30,45
nova gorica,Goriška,2007-05-31,16
graska gora,Koroška,2007-05-31,16
ljubljana b.,Osrednjeslovenska,2007-05-31,3
oms lj. (vnajnarje),Osrednjeslovenska,2007-05-31,6
maribor,Podravska,2007-05-31,8
murska s.-rakican,Pomurska,2007-05-31,10
pesje,Posavska,2007-05-31,10
celje,Savinjska,2007-05-31,5
sostanj,Savinjska,2007-05-31,64
topolsica,Savinjska,2007-05-31,17
veliki vrh,Savinjska,2007-05-31,63
zavodnje,Savinjska,2007-05-31,23
velenje,Savinjska,2007-05-31,12
skale,Savinjska,2007-05-31,12
eis teb (sv.mohor),Savinjska,2007-05-31,19
trbovlje,Zasavska,2007-05-31,5
hrastnik,Zasavska,2007-05-31,4
zagorje,Zasavska,2007-05-31,7
kovk,Zasavska,2007-05-31,6
dobovec,Zasavska,2007-05-31,0
kum,Zasavska,2007-05-31,22
ravenska vas,Zasavska,2007-05-31,17
nova gorica,Goriška,2007-06-30,9
graska gora,Koroška,2007-06-30,20
ljubljana b.,Osrednjeslovenska,2007-06-30,5
oms lj. (vnajnarje),Osrednjeslovenska,2007-06-30,10
maribor,Podravska,2007-06-30,7
murska s.-rakican,Pomurska,2007-06-30,7
pesje,Posavska,2007-06-30,10
celje,Savinjska,2007-06-30,11
sostanj,Savinjska,2007-06-30,64
topolsica,Savinjska,2007-06-30,10
veliki vrh,Savinjska,2007-06-30,36
zavodnje,Savinjska,2007-06-30,28
velenje,Savinjska,2007-06-30,12
skale,Savinjska,2007-06-30,13
eis teb (sv.mohor),Savinjska,2007-06-30,14
trbovlje,Zasavska,2007-06-30,7
hrastnik,Zasavska,2007-06-30,7
zagorje,Zasavska,2007-06-30,4
kovk,Zasavska,2007-06-30,23
dobovec,Zasavska,2007-06-30,22
kum,Zasavska,2007-06-30,20
ravenska vas,Zasavska,2007-06-30,28
nova gorica,Goriška,2007-07-31,11
graska gora,Koroška,2007-07-31,17
ljubljana b.,Osrednjeslovenska,2007-07-31,4
oms lj. (vnajnarje),Osrednjeslovenska,2007-07-31,12
maribor,Podravska,2007-07-31,4
murska s.-rakican,Pomurska,2007-07-31,9
pesje,Posavska,2007-07-31,19
celje,Savinjska,2007-07-31,8
sostanj,Savinjska,2007-07-31,58
topolsica,Savinjska,2007-07-31,12
veliki vrh,Savinjska,2007-07-31,55
zavodnje,Savinjska,2007-07-31,29
velenje,Savinjska,2007-07-31,13
skale,Savinjska,2007-07-31,15
eis teb (sv.mohor),Savinjska,2007-07-31,20
trbovlje,Zasavska,2007-07-31,6
hrastnik,Zasavska,2007-07-31,18
zagorje,Zasavska,2007-07-31,7
kovk,Zasavska,2007-07-31,54
dobovec,Zasavska,2007-07-31,23
kum,Zasavska,2007-07-31,18
ravenska vas,Zasavska,2007-07-31,24
nova gorica,Goriška,2007-08-31,11
graska gora,Koroška,2007-08-31,11
ljubljana b.,Osrednjeslovenska,2007-08-31,6
oms lj. (vnajnarje),Osrednjeslovenska,2007-08-31,7
maribor,Podravska,2007-08-31,5
murska s.-rakican,Pomurska,2007-08-31,10
pesje,Posavska,2007-08-31,9
celje,Savinjska,2007-08-31,6
sostanj,Savinjska,2007-08-31,40
topolsica,Savinjska,2007-08-31,6
veliki vrh,Savinjska,2007-08-31,71
zavodnje,Savinjska,2007-08-31,11
velenje,Savinjska,2007-08-31,8
skale,Savinjska,2007-08-31,3
eis teb (sv.mohor),Savinjska,2007-08-31,22
trbovlje,Zasavska,2007-08-31,7
hrastnik,Zasavska,2007-08-31,12
zagorje,Zasavska,2007-08-31,6
kovk,Zasavska,2007-08-31,26
dobovec,Zasavska,2007-08-31,127
kum,Zasavska,2007-08-31,25
ravenska vas,Zasavska,2007-08-31,37
nova gorica,Goriška,2007-09-30,12
graska gora,Koroška,2007-09-30,12
ljubljana b.,Osrednjeslovenska,2007-09-30,7
oms lj. (vnajnarje),Osrednjeslovenska,2007-09-30,8
maribor,Podravska,2007-09-30,10
murska s.-rakican,Pomurska,2007-09-30,8
pesje,Posavska,2007-09-30,14
celje,Savinjska,2007-09-30,8
sostanj,Savinjska,2007-09-30,30
topolsica,Savinjska,2007-09-30,7
veliki vrh,Savinjska,2007-09-30,25
zavodnje,Savinjska,2007-09-30,38
velenje,Savinjska,2007-09-30,7
skale,Savinjska,2007-09-30,6
eis teb (sv.mohor),Savinjska,2007-09-30,8
trbovlje,Zasavska,2007-09-30,7
hrastnik,Zasavska,2007-09-30,10
zagorje,Zasavska,2007-09-30,8
kovk,Zasavska,2007-09-30,41
dobovec,Zasavska,2007-09-30,57
kum,Zasavska,2007-09-30,14
ravenska vas,Zasavska,2007-09-30,29
nova gorica,Goriška,2007-10-31,8
graska gora,Koroška,2007-10-31,8
ljubljana b.,Osrednjeslovenska,2007-10-31,7
oms lj. (vnajnarje),Osrednjeslovenska,2007-10-31,23
maribor,Podravska,2007-10-31,4
murska s.-rakican,Pomurska,2007-10-31,10
pesje,Posavska,2007-10-31,10
celje,Savinjska,2007-10-31,9
sostanj,Savinjska,2007-10-31,6
topolsica,Savinjska,2007-10-31,8
veliki vrh,Savinjska,2007-10-31,27
zavodnje,Savinjska,2007-10-31,23
velenje,Savinjska,2007-10-31,7
skale,Savinjska,2007-10-31,6
eis teb (sv.mohor),Savinjska,2007-10-31,14
trbovlje,Zasavska,2007-10-31,7
hrastnik,Zasavska,2007-10-31,12
zagorje,Zasavska,2007-10-31,19
kovk,Zasavska,2007-10-31,27
dobovec,Zasavska,2007-10-31,29
kum,Zasavska,2007-10-31,11
ravenska vas,Zasavska,2007-10-31,24
nova gorica,Goriška,2007-11-30,17
graska gora,Koroška,2007-11-30,42
ljubljana b.,Osrednjeslovenska,2007-11-30,6
oms lj. (vnajnarje),Osrednjeslovenska,2007-11-30,14
maribor,Podravska,2007-11-30,8
murska s.-rakican,Pomurska,2007-11-30,14
pesje,Posavska,2007-11-30,10
celje,Savinjska,2007-11-30,9
sostanj,Savinjska,2007-11-30,14
topolsica,Savinjska,2007-11-30,8
veliki vrh,Savinjska,2007-11-30,24
zavodnje,Savinjska,2007-11-30,17
velenje,Savinjska,2007-11-30,6
skale,Savinjska,2007-11-30,18
eis teb (sv.mohor),Savinjska,2007-11-30,26
trbovlje,Zasavska,2007-11-30,6
hrastnik,Zasavska,2007-11-30,13
zagorje,Zasavska,2007-11-30,9
kovk,Zasavska,2007-11-30,24
dobovec,Zasavska,2007-11-30,45
kum,Zasavska,2007-11-30,25
ravenska vas,Zasavska,2007-11-30,20
nova gorica,Goriška,2007-12-31,19
graska gora,Koroška,2007-12-31,72
ljubljana b.,Osrednjeslovenska,2007-12-31,14
oms lj. (vnajnarje),Osrednjeslovenska,2007-12-31,15
maribor,Podravska,2007-12-31,8
murska s.-rakican,Pomurska,2007-12-31,16
pesje,Posavska,2007-12-31,29
celje,Savinjska,2007-12-31,15
sostanj,Savinjska,2007-12-31,11
topolsica,Savinjska,2007-12-31,22
veliki vrh,Savinjska,2007-12-31,36
zavodnje,Savinjska,2007-12-31,49
velenje,Savinjska,2007-12-31,26
skale,Savinjska,2007-12-31,33
eis teb (sv.mohor),Savinjska,2007-12-31,22
trbovlje,Zasavska,2007-12-31,14
hrastnik,Zasavska,2007-12-31,30
zagorje,Zasavska,2007-12-31,6
kovk,Zasavska,2007-12-31,65
dobovec,Zasavska,2007-12-31,42
kum,Zasavska,2007-12-31,20
ravenska vas,Zasavska,2007-12-31,33
nova gorica,Goriška,2008-01-31,16
graska gora,Koroška,2008-01-31,15
ljubljana b.,Osrednjeslovenska,2008-01-31,12
oms lj. (vnajnarje),Osrednjeslovenska,2008-01-31,16
maribor,Podravska,2008-01-31,22
murska s.-rakican,Pomurska,2008-01-31,28
pesje,Posavska,2008-01-31,22
celje,Savinjska,2008-01-31,20
sostanj,Savinjska,2008-01-31,20
topolsica,Savinjska,2008-01-31,13
veliki vrh,Savinjska,2008-01-31,60
zavodnje,Savinjska,2008-01-31,20
velenje,Savinjska,2008-01-31,17
skale,Savinjska,2008-01-31,15
trbovlje,Zasavska,2008-01-31,15
hrastnik,Zasavska,2008-01-31,23
zagorje,Zasavska,2008-01-31,14
kovk,Zasavska,2008-01-31,21
dobovec,Zasavska,2008-01-31,24
kum,Zasavska,2008-01-31,14
ravenska vas,Zasavska,2008-01-31,33
nova gorica,Goriška,2008-02-29,16
graska gora,Koroška,2008-02-29,30
ljubljana b.,Osrednjeslovenska,2008-02-29,14
oms lj. (vnajnarje),Osrednjeslovenska,2008-02-29,22
maribor,Podravska,2008-02-29,7
murska s.-rakican,Pomurska,2008-02-29,15
pesje,Posavska,2008-02-29,15
celje,Savinjska,2008-02-29,10
sostanj,Savinjska,2008-02-29,16
topolsica,Savinjska,2008-02-29,14
veliki vrh,Savinjska,2008-02-29,27
zavodnje,Savinjska,2008-02-29,40
velenje,Savinjska,2008-02-29,7
skale,Savinjska,2008-02-29,9
trbovlje,Zasavska,2008-02-29,19
hrastnik,Zasavska,2008-02-29,16
zagorje,Zasavska,2008-02-29,13
kovk,Zasavska,2008-02-29,32
dobovec,Zasavska,2008-02-29,41
kum,Zasavska,2008-02-29,31
ravenska vas,Zasavska,2008-02-29,67
nova gorica,Goriška,2008-03-31,17
graska gora,Koroška,2008-03-31,27
ljubljana b.,Osrednjeslovenska,2008-03-31,11
oms lj. (vnajnarje),Osrednjeslovenska,2008-03-31,10
maribor,Podravska,2008-03-31,4
murska s.-rakican,Pomurska,2008-03-31,10
pesje,Posavska,2008-03-31,13
celje,Savinjska,2008-03-31,11
sostanj,Savinjska,2008-03-31,30
topolsica,Savinjska,2008-03-31,9
veliki vrh,Savinjska,2008-03-31,101
zavodnje,Savinjska,2008-03-31,9
velenje,Savinjska,2008-03-31,9
skale,Savinjska,2008-03-31,19
trbovlje,Zasavska,2008-03-31,8
hrastnik,Zasavska,2008-03-31,9
zagorje,Zasavska,2008-03-31,10
kovk,Zasavska,2008-03-31,34
dobovec,Zasavska,2008-03-31,33
kum,Zasavska,2008-03-31,40
ravenska vas,Zasavska,2008-03-31,14
nova gorica,Goriška,2008-04-30,15
graska gora,Koroška,2008-04-30,20
ljubljana b.,Osrednjeslovenska,2008-04-30,5
oms lj. (vnajnarje),Osrednjeslovenska,2008-04-30,5
maribor,Podravska,2008-04-30,3
murska s.-rakican,Pomurska,2008-04-30,10
pesje,Posavska,2008-04-30,14
celje,Savinjska,2008-04-30,7
sostanj,Savinjska,2008-04-30,41
topolsica,Savinjska,2008-04-30,8
veliki vrh,Savinjska,2008-04-30,35
zavodnje,Savinjska,2008-04-30,8
velenje,Savinjska,2008-04-30,9
skale,Savinjska,2008-04-30,17
trbovlje,Zasavska,2008-04-30,2
hrastnik,Zasavska,2008-04-30,11
zagorje,Zasavska,2008-04-30,6
kovk,Zasavska,2008-04-30,37
dobovec,Zasavska,2008-04-30,24
kum,Zasavska,2008-04-30,41
ravenska vas,Zasavska,2008-04-30,12
nova gorica,Goriška,2008-05-31,14
graska gora,Koroška,2008-05-31,24
ljubljana b.,Osrednjeslovenska,2008-05-31,3
oms lj. (vnajnarje),Osrednjeslovenska,2008-05-31,6
maribor,Podravska,2008-05-31,3
murska s.-rakican,Pomurska,2008-05-31,13
pesje,Posavska,2008-05-31,23
celje,Savinjska,2008-05-31,7
sostanj,Savinjska,2008-05-31,24
topolsica,Savinjska,2008-05-31,8
veliki vrh,Savinjska,2008-05-31,14
zavodnje,Savinjska,2008-05-31,12
velenje,Savinjska,2008-05-31,8
skale,Savinjska,2008-05-31,16
trbovlje,Zasavska,2008-05-31,2
hrastnik,Zasavska,2008-05-31,7
zagorje,Zasavska,2008-05-31,8
kovk,Zasavska,2008-05-31,15
dobovec,Zasavska,2008-05-31,3
kum,Zasavska,2008-05-31,6
ravenska vas,Zasavska,2008-05-31,11
nova gorica,Goriška,2008-06-30,14
graska gora,Koroška,2008-06-30,26
ljubljana b.,Osrednjeslovenska,2008-06-30,2
oms lj. (vnajnarje),Osrednjeslovenska,2008-06-30,5
maribor,Podravska,2008-06-30,3
murska s.-rakican,Pomurska,2008-06-30,10
pesje,Posavska,2008-06-30,15
celje,Savinjska,2008-06-30,3
sostanj,Savinjska,2008-06-30,17
topolsica,Savinjska,2008-06-30,6
veliki vrh,Savinjska,2008-06-30,21
zavodnje,Savinjska,2008-06-30,5
velenje,Savinjska,2008-06-30,14
skale,Savinjska,2008-06-30,7
trbovlje,Zasavska,2008-06-30,2
hrastnik,Zasavska,2008-06-30,3
zagorje,Zasavska,2008-06-30,5
kovk,Zasavska,2008-06-30,38
dobovec,Zasavska,2008-06-30,28
kum,Zasavska,2008-06-30,5
ravenska vas,Zasavska,2008-06-30,12
nova gorica,Goriška,2008-07-31,11
graska gora,Koroška,2008-07-31,8
ljubljana b.,Osrednjeslovenska,2008-07-31,2
oms lj. (vnajnarje),Osrednjeslovenska,2008-07-31,4
maribor,Podravska,2008-07-31,2
murska s.-rakican,Pomurska,2008-07-31,10
pesje,Posavska,2008-07-31,31
celje,Savinjska,2008-07-31,3
sostanj,Savinjska,2008-07-31,45
topolsica,Savinjska,2008-07-31,5
veliki vrh,Savinjska,2008-07-31,24
zavodnje,Savinjska,2008-07-31,8
velenje,Savinjska,2008-07-31,14
skale,Savinjska,2008-07-31,9
trbovlje,Zasavska,2008-07-31,2
hrastnik,Zasavska,2008-07-31,8
zagorje,Zasavska,2008-07-31,4
kovk,Zasavska,2008-07-31,25
dobovec,Zasavska,2008-07-31,22
kum,Zasavska,2008-07-31,10
ravenska vas,Zasavska,2008-07-31,20
nova gorica,Goriška,2008-08-31,11
graska gora,Koroška,2008-08-31,16
ljubljana b.,Osrednjeslovenska,2008-08-31,2
oms lj. (vnajnarje),Osrednjeslovenska,2008-08-31,7
maribor,Podravska,2008-08-31,2
murska s.-rakican,Pomurska,2008-08-31,6
pesje,Posavska,2008-08-31,17
celje,Savinjska,2008-08-31,5
sostanj,Savinjska,2008-08-31,17
topolsica,Savinjska,2008-08-31,8
veliki vrh,Savinjska,2008-08-31,21
zavodnje,Savinjska,2008-08-31,17
velenje,Savinjska,2008-08-31,17
skale,Savinjska,2008-08-31,8
trbovlje,Zasavska,2008-08-31,2
hrastnik,Zasavska,2008-08-31,6
zagorje,Zasavska,2008-08-31,10
kovk,Zasavska,2008-08-31,21
dobovec,Zasavska,2008-08-31,32
kum,Zasavska,2008-08-31,11
ravenska vas,Zasavska,2008-08-31,21
nova gorica,Goriška,2008-09-30,11
graska gora,Koroška,2008-09-30,10
ljubljana b.,Osrednjeslovenska,2008-09-30,3
oms lj. (vnajnarje),Osrednjeslovenska,2008-09-30,6
maribor,Podravska,2008-09-30,3
murska s.-rakican,Pomurska,2008-09-30,8
pesje,Posavska,2008-09-30,8
celje,Savinjska,2008-09-30,6
sostanj,Savinjska,2008-09-30,54
topolsica,Savinjska,2008-09-30,8
veliki vrh,Savinjska,2008-09-30,38
zavodnje,Savinjska,2008-09-30,9
velenje,Savinjska,2008-09-30,22
skale,Savinjska,2008-09-30,8
trbovlje,Zasavska,2008-09-30,4
hrastnik,Zasavska,2008-09-30,10
zagorje,Zasavska,2008-09-30,5
kovk,Zasavska,2008-09-30,34
dobovec,Zasavska,2008-09-30,27
kum,Zasavska,2008-09-30,9
ravenska vas,Zasavska,2008-09-30,24
nova gorica,Goriška,2008-10-31,11
graska gora,Koroška,2008-10-31,19
ljubljana b.,Osrednjeslovenska,2008-10-31,5
oms lj. (vnajnarje),Osrednjeslovenska,2008-10-31,15
maribor,Podravska,2008-10-31,4
murska s.-rakican,Pomurska,2008-10-31,7
pesje,Posavska,2008-10-31,7
celje,Savinjska,2008-10-31,11
sostanj,Savinjska,2008-10-31,32
topolsica,Savinjska,2008-10-31,26
veliki vrh,Savinjska,2008-10-31,41
zavodnje,Savinjska,2008-10-31,24
velenje,Savinjska,2008-10-31,4
skale,Savinjska,2008-10-31,7
trbovlje,Zasavska,2008-10-31,7
hrastnik,Zasavska,2008-10-31,11
zagorje,Zasavska,2008-10-31,5
kovk,Zasavska,2008-10-31,38
dobovec,Zasavska,2008-10-31,26
kum,Zasavska,2008-10-31,13
ravenska vas,Zasavska,2008-10-31,15
nova gorica,Goriška,2008-11-30,0
graska gora,Koroška,2008-11-30,8
ljubljana b.,Osrednjeslovenska,2008-11-30,5
oms lj. (vnajnarje),Osrednjeslovenska,2008-11-30,13
maribor,Podravska,2008-11-30,5
murska s.-rakican,Pomurska,2008-11-30,12
pesje,Posavska,2008-11-30,6
celje,Savinjska,2008-11-30,20
sostanj,Savinjska,2008-11-30,14
topolsica,Savinjska,2008-11-30,5
veliki vrh,Savinjska,2008-11-30,35
zavodnje,Savinjska,2008-11-30,14
velenje,Savinjska,2008-11-30,4
skale,Savinjska,2008-11-30,16
trbovlje,Zasavska,2008-11-30,10
hrastnik,Zasavska,2008-11-30,14
zagorje,Zasavska,2008-11-30,7
kovk,Zasavska,2008-11-30,28
dobovec,Zasavska,2008-11-30,20
kum,Zasavska,2008-11-30,12
ravenska vas,Zasavska,2008-11-30,16
nova gorica,Goriška,2008-12-31,8
graska gora,Koroška,2008-12-31,6
ljubljana b.,Osrednjeslovenska,2008-12-31,9
oms lj. (vnajnarje),Osrednjeslovenska,2008-12-31,4
maribor,Podravska,2008-12-31,5
murska s.-rakican,Pomurska,2008-12-31,12
pesje,Posavska,2008-12-31,8
celje,Savinjska,2008-12-31,10
sostanj,Savinjska,2008-12-31,5
topolsica,Savinjska,2008-12-31,5
veliki vrh,Savinjska,2008-12-31,20
zavodnje,Savinjska,2008-12-31,8
velenje,Savinjska,2008-12-31,4
skale,Savinjska,2008-12-31,14
trbovlje,Zasavska,2008-12-31,9
hrastnik,Zasavska,2008-12-31,6
zagorje,Zasavska,2008-12-31,8
kovk,Zasavska,2008-12-31,30
dobovec,Zasavska,2008-12-31,32
kum,Zasavska,2008-12-31,17
ravenska vas,Zasavska,2008-12-31,20
nova gorica,Goriška,2009-01-31,12.0
graska gora,Koroška,2009-01-31,14.0
ljubljana b.,Osrednjeslovenska,2009-01-31,36.0
ljubljana center,Osrednjeslovenska,2009-01-31,33.0
maribor center,Podravska,2009-01-31,28.0
pesje,Posavska,2009-01-31,13.0
brestanica-sv.mohor,Posavska,2009-01-31,35.0
celje,Savinjska,2009-01-31,22.0
sostanj,Savinjska,2009-01-31,8.0
topolsica,Savinjska,2009-01-31,10.0
veliki vrh,Savinjska,2009-01-31,18.0
zavodnje,Savinjska,2009-01-31,16.0
velenje,Savinjska,2009-01-31,6.0
skale,Savinjska,2009-01-31,19.0
trbovlje,Zasavska,2009-01-31,19.0
hrastnik,Zasavska,2009-01-31,25.0
zagorje,Zasavska,2009-01-31,30.0
kovk,Zasavska,2009-01-31,33.0
dobovec,Zasavska,2009-01-31,102.0
kum,Zasavska,2009-01-31,30.0
ravenska vas,Zasavska,2009-01-31,42.0
